pathway,recall,d,p
REACTOME_DEGRADATION_OF_DVL,0.01754386,1,56
REACTOME_GPCR_LIGAND_BINDING,0.01754386,8,448
NABA_CORE_MATRISOME,0.018450185,5,266
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.018518519,1,53
REACTOME_O_LINKED_GLYCOSYLATION,0.018518519,2,106
REACTOME_PROTEIN_LOCALIZATION,0.018518519,3,159
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,0.019257221,14,713
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.019607843,1,50
REACTOME_INTRAFLAGELLAR_TRANSPORT,0.02,1,49
NABA_SECRETED_FACTORS,0.020467836,7,335
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.020618557,2,95
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.020833333,2,94
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.020833333,1,47
KEGG_N_GLYCAN_BIOSYNTHESIS,0.02173913,1,45
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL,0.02173913,1,45
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,0.02173913,1,45
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0.021978022,2,89
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,0.022222222,6,264
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.022727273,1,43
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,0.022727273,1,43
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,0.022727273,1,43
WP_CILIOPATHIES,0.022857143,4,171
REACTOME_BIOLOGICAL_OXIDATIONS,0.023255814,5,210
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.023255814,1,42
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.023411371,7,292
REACTOME_AGGREPHAGY,0.023809524,1,41
KEGG_FATTY_ACID_METABOLISM,0.024390244,1,40
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.024390244,1,40
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,0.024390244,1,40
WP_PYRIMIDINE_METABOLISM,0.024691358,2,79
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,0.025,1,39
KEGG_SPHINGOLIPID_METABOLISM,0.025641026,1,38
WP_SLEEP_REGULATION,0.026315789,1,37
WP_PEPTIDE_GPCRS,0.027027027,2,72
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.027027027,1,36
REACTOME_TRIGLYCERIDE_METABOLISM,0.027027027,1,36
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.027322404,5,178
REACTOME_SELENOAMINO_ACID_METABOLISM,0.027522936,3,106
WP_PARKINSONS_DISEASE_PATHWAY,0.027777778,1,35
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.027777778,1,35
REACTOME_NUCLEOBASE_CATABOLISM,0.027777778,1,35
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.028571429,1,34
WP_FATTY_ACID_BETA_OXIDATION,0.029411765,1,33
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.029411765,1,33
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.029411765,1,33
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.029850746,2,65
NABA_ECM_AFFILIATED,0.02994012,5,162
REACTOME_VISUAL_PHOTOTRANSDUCTION,0.03,3,97
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.03,3,97
KEGG_ETHER_LIPID_METABOLISM,0.03030303,1,32
WP_OXIDATIVE_STRESS,0.03030303,1,32
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,0.03030303,1,32
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.03030303,1,32
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.030534351,4,127
WP_MONOAMINE_TRANSPORT,0.03125,1,31
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.03125,1,31
REACTOME_CARDIAC_CONDUCTION,0.031496063,4,123
REACTOME_SIGNALING_BY_GPCR,0.031678082,37,1131
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.031746032,2,61
WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM,0.032258065,1,30
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.032258065,4,120
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.032258065,1,30
REACTOME_PYRUVATE_METABOLISM,0.032258065,1,30
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.0325,13,387
REACTOME_PCP_CE_PATHWAY,0.032608696,3,89
REACTOME_TRANSLATION,0.032727273,9,266
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.032786885,2,59
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.032786885,2,59
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,0.032894737,5,147
WP_AUTOPHAGY,0.033333333,1,29
REACTOME_COLLAGEN_FORMATION,0.033333333,3,87
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0.033333333,1,29
REACTOME_SURFACTANT_METABOLISM,0.033333333,1,29
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,0.033333333,1,29
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,0.033333333,1,29
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.033783784,10,286
REACTOME_GABA_RECEPTOR_ACTIVATION,0.033898305,2,57
REACTOME_KINESINS,0.033898305,2,57
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,0.034090909,3,85
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,0.034090909,3,85
WP_SPHINGOLIPID_PATHWAY,0.034482759,1,28
WP_STATIN_PATHWAY,0.034482759,1,28
WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX,0.034482759,1,28
KEGG_RIBOSOME,0.034482759,3,84
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.034482759,2,56
REACTOME_MITOPHAGY,0.034482759,1,28
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,0.034482759,1,28
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.034482759,1,28
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,0.034482759,4,112
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0.034482759,1,28
KEGG_OXIDATIVE_PHOSPHORYLATION,0.034782609,4,111
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,0.035,7,193
KEGG_RNA_DEGRADATION,0.035087719,2,55
WP_AMINO_ACID_METABOLISM,0.035294118,3,82
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.03539823,4,109
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0.03539823,4,109
PID_WNT_SIGNALING_PATHWAY,0.035714286,1,27
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,0.035714286,1,27
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0.035714286,1,27
REACTOME_NEUREXINS_AND_NEUROLIGINS,0.035714286,2,54
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.035714286,1,27
KEGG_PARKINSONS_DISEASE,0.036036036,4,107
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.036231884,5,133
REACTOME_DEGRADATION_OF_AXIN,0.036363636,2,53
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.036363636,2,53
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.037037037,2,52
WP_SELENIUM_MICRONUTRIENT_NETWORK,0.037037037,3,78
BIOCARTA_INFLAM_PATHWAY,0.037037037,1,26
REACTOME_METABOLISM_OF_PORPHYRINS,0.037037037,1,26
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.037037037,7,182
REACTOME_FGFR2_ALTERNATIVE_SPLICING,0.037037037,1,26
REACTOME_METABOLISM_OF_LIPIDS,0.037087912,27,701
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,0.038461538,1,25
KEGG_PEROXISOME,0.038461538,3,75
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.038461538,1,25
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,0.038461538,5,125
KEGG_PURINE_METABOLISM,0.038709677,6,149
REACTOME_DNA_REPLICATION,0.0390625,5,123
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS,0.039215686,2,49
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.039215686,2,49
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,0.039215686,4,98
REACTOME_AMYLOID_FIBER_FORMATION,0.039215686,2,49
REACTOME_PROTEIN_FOLDING,0.03960396,4,97
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,0.04,1,24
KEGG_GLUTATHIONE_METABOLISM,0.04,2,48
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.04,2,48
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,0.04,2,48
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.04,7,168
REACTOME_METABOLISM_OF_STEROIDS,0.04,6,144
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.04,1,24
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.04,1,24
REACTOME_NEUTROPHIL_DEGRANULATION,0.040339703,19,452
REACTOME_ECM_PROTEOGLYCANS,0.040540541,3,71
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.040983607,5,117
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.04109589,12,280
REACTOME_DISEASES_OF_METABOLISM,0.041152263,10,233
REACTOME_MUSCLE_CONTRACTION,0.041237113,8,186
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.041666667,1,23
WP_HUMAN_COMPLEMENT_SYSTEM,0.041666667,4,92
WP_CYTOSOLIC_DNASENSING_PATHWAY,0.041666667,3,69
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS,0.041666667,1,23
WP_SPHINGOLIPID_METABOLISM_GENERAL_OVERVIEW,0.041666667,1,23
KEGG_PYRIMIDINE_METABOLISM,0.041666667,4,92
REACTOME_TRIGLYCERIDE_CATABOLISM,0.041666667,1,23
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.041666667,3,69
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,0.041666667,1,23
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.042345277,13,294
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.042553191,2,45
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.042553191,4,90
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.042682927,7,157
REACTOME_NEDDYLATION,0.042735043,10,224
WP_CILIARY_LANDSCAPE,0.042857143,9,201
KEGG_PPAR_SIGNALING_PATHWAY,0.043478261,3,66
REACTOME_XENOBIOTICS,0.043478261,1,22
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,0.043478261,1,22
REACTOME_INTERLEUKIN_10_SIGNALING,0.043478261,2,44
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,0.043478261,1,22
REACTOME_PHOSPHOLIPID_METABOLISM,0.04368932,9,197
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.043956044,4,87
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,0.044444444,4,86
WP_PPAR_SIGNALING_PATHWAY,0.044776119,3,64
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.044776119,3,64
BIOCARTA_EICOSANOID_PATHWAY,0.045454545,1,21
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.045454545,1,21
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS,0.045454545,1,21
WP_GLUTATHIONE_METABOLISM,0.045454545,1,21
WP_FATTY_ACID_BIOSYNTHESIS,0.045454545,1,21
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,0.045454545,4,84
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,0.045454545,1,21
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.045454545,1,21
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,0.045454545,1,21
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.045801527,6,125
PID_INTEGRIN1_PATHWAY,0.046153846,3,62
REACTOME_CILIUM_ASSEMBLY,0.046391753,9,185
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.047058824,4,81
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS,0.047619048,1,20
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION,0.047619048,2,40
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS,0.047619048,2,40
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,0.047619048,1,20
WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX,0.047619048,1,20
BIOCARTA_RHO_PATHWAY,0.047619048,1,20
BIOCARTA_TH1TH2_PATHWAY,0.047619048,1,20
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.047619048,1,20
REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.047619048,1,20
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.047619048,2,40
KEGG_ECM_RECEPTOR_INTERACTION,0.048192771,4,79
KEGG_SPLICEOSOME,0.048387097,6,118
REACTOME_COLLAGEN_DEGRADATION,0.048387097,3,59
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,0.048780488,2,39
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.049180328,3,58
REACTOME_METABOLISM_OF_RNA,0.04962406,33,632
WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS,0.05,1,19
WP_HYPERTROPHY_MODEL,0.05,1,19
BIOCARTA_STATHMIN_PATHWAY,0.05,1,19
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,0.05,1,19
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0.05,5,95
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.05,3,57
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,0.05,6,114
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.05,3,57
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.05,6,114
REACTOME_SELECTIVE_AUTOPHAGY,0.05,4,76
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,0.05,1,19
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0.050691244,11,206
WP_PROTEASOME_DEGRADATION,0.050847458,3,56
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0.051948052,4,73
REACTOME_NEURONAL_SYSTEM,0.051980198,21,383
BIOCARTA_ERAD_PATHWAY,0.052631579,1,18
WP_FARNESOID_X_RECEPTOR_PATHWAY,0.052631579,1,18
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_AUTOPHAGY,0.052631579,1,18
BIOCARTA_PROTEASOME_PATHWAY,0.052631579,1,18
BIOCARTA_CYTOKINE_PATHWAY,0.052631579,1,18
PID_ARF_3PATHWAY,0.052631579,1,18
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,0.052631579,1,18
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.052631579,1,18
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.052631579,1,18
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,0.052631579,1,18
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.052631579,2,36
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.052631579,1,18
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,0.052631579,1,18
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0.052631579,2,36
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.052631579,1,18
REACTOME_MEMBRANE_TRAFFICKING,0.052884615,33,591
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,0.053191489,5,89
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.053571429,3,53
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.053571429,3,53
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.054263566,7,122
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.054263566,7,122
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,0.054545455,3,52
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.054794521,4,69
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.055555556,4,68
WP_MELATONIN_METABOLISM_AND_EFFECTS,0.055555556,2,34
WP_NUCLEOTIDE_METABOLISM,0.055555556,1,17
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,0.055555556,2,34
KEGG_VIBRIO_CHOLERAE_INFECTION,0.055555556,3,51
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.055555556,1,17
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.055555556,1,17
REACTOME_ION_HOMEOSTASIS,0.055555556,3,51
REACTOME_PURINE_CATABOLISM,0.055555556,1,17
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.055555556,3,51
REACTOME_VESICLE_MEDIATED_TRANSPORT,0.055806938,37,626
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.056451613,7,117
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.057065217,21,347
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.057142857,2,33
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.057142857,2,33
REACTOME_DISEASES_OF_GLYCOSYLATION,0.057142857,8,132
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0.057142857,2,33
REACTOME_TRNA_PROCESSING,0.057142857,6,99
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.057471264,5,82
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,0.057471264,5,82
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,0.057692308,3,49
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.057692308,3,49
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,0.057971014,4,65
BIOCARTA_NUCLEARRS_PATHWAY,0.058823529,2,32
KEGG_TASTE_TRANSDUCTION,0.058823529,3,48
WP_MITOCHONDRIAL_LCFATTY_ACID_BETAOXIDATION,0.058823529,1,16
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,0.058823529,1,16
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.058823529,1,16
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.058823529,1,16
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,0.058823529,1,16
REACTOME_UCH_PROTEINASES,0.058823529,5,80
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.058823529,3,48
REACTOME_INTERLEUKIN_1_SIGNALING,0.058823529,6,96
REACTOME_PLATELET_HOMEOSTASIS,0.05952381,5,79
WP_VITAMIN_B12_METABOLISM,0.06,3,47
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.060240964,5,78
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.060240964,5,78
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,0.060606061,2,31
WP_FLUOROPYRIMIDINE_ACTIVITY,0.060606061,2,31
WP_PURINERGIC_SIGNALING,0.060606061,2,31
WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA,0.060606061,2,31
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.060606061,2,31
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,0.060606061,2,31
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,0.060606061,2,31
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.060606061,4,62
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.060606061,2,31
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,0.06097561,10,154
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,0.061538462,4,61
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.061643836,9,137
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.061728395,5,76
REACTOME_HEDGEHOG_OFF_STATE,0.061946903,7,106
BIOCARTA_PDZS_PATHWAY,0.0625,1,15
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,0.0625,1,15
WP_OSTEOCLAST_SIGNALING,0.0625,1,15
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,0.0625,1,15
BIOCARTA_CK1_PATHWAY,0.0625,1,15
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,0.0625,1,15
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,0.0625,1,15
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.0625,1,15
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.0625,2,30
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.0625,1,15
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.0625,2,30
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,0.0625,1,15
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.0625,3,45
REACTOME_DNA_STRAND_ELONGATION,0.0625,2,30
REACTOME_DNA_DAMAGE_BYPASS,0.0625,3,45
REACTOME_PROTEIN_UBIQUITINATION,0.0625,4,60
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,0.0625,1,15
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.063492063,4,59
WP_GABA_RECEPTOR_SIGNALING,0.064516129,2,29
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,0.064516129,10,145
WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY,0.064516129,2,29
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,0.064516129,2,29
REACTOME_CELL_JUNCTION_ORGANIZATION,0.065217391,6,86
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.065217391,3,43
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,0.066666667,3,42
BIOCARTA_ERYTH_PATHWAY,0.066666667,1,14
BIOCARTA_NO2IL12_PATHWAY,0.066666667,1,14
BIOCARTA_STEM_PATHWAY,0.066666667,1,14
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,0.066666667,3,42
PID_CDC42_REG_PATHWAY,0.066666667,2,28
REACTOME_OPIOID_SIGNALLING,0.066666667,6,84
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,0.066666667,1,14
REACTOME_HEME_DEGRADATION,0.066666667,1,14
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,0.066666667,1,14
REACTOME_ANCHORING_FIBRIL_FORMATION,0.066666667,1,14
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER,0.066666667,1,14
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.066666667,1,14
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS,0.066666667,1,14
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,0.066666667,1,14
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,0.066666667,1,14
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,0.066666667,1,14
REACTOME_SIGNALING_BY_HEDGEHOG,0.066666667,10,140
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,0.066666667,1,14
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.066666667,1,14
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,0.066666667,1,14
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY,0.066666667,1,14
REACTOME_AUTOPHAGY,0.067114094,10,139
REACTOME_PEPTIDE_HORMONE_METABOLISM,0.06741573,6,83
